code,name,avg_speed_1to3,avg_spped_total,diff_speed
833352,پلدختر - دره شهر (پل گاوميشان - دره شهر),34,35,1
143120,جمکران - قم (بلوار پيامبر اعظم),70,71,1
163751,نور - محمودآباد,72,73,1
414112,چاه کبکان - بندر شيرينو (مرز استان),52,53,1
414806,مرودشت - شيراز (دوراهي لپويي - زرقان),79,80,1
913451,سه راهي بيله سوار - بيله سوار,60,61,1
414705,لامرد - احشام,77,78,1
613704,نيکشهر(سه راهي نيکشهر) - چابهار(منطقه آزاد چابهار),66,67,1
164402,نور - نوشهر (نور - سي سنگان),74,75,1
574452.0,پيرانشهر - نقده,75,76,1
313601,تايباد - پايانه مرزي دوغارون,95,96,1
574402.0,نقده - پيرانشهر,75,76,1
414653.0,بستک - لار (لار),59,60,1
574301.0,مياندوآب - بوکان (مياندوآب),78,79,1
643162,سه‌راهي فارياب - سه‌راهي چاه اسماعيل,80,81,1
953302,دير(جاده ساحلي) - بردخون کهنه,78,79,1
773402,دشتک - سه‌راهي بهشت‌آباد,57,58,1
184216,کردان - برغان,49,50,1
364602,مسجدسليمان - شوشتر (سه‌راهي گاو سوار - شوشتر),77,78,1
773357,گوشکي - گندمان,91,92,1
313155,آزادراه باغچه - مشهد (مشهد),85,86,1
813901,کوهدشت - سه راهي زانوگه,70,71,1
833273,مهران - ايلام (صالح آباد),77,78,1
313152,سرخس - مشهد (رضويه - مشهد),73,74,1
613293,ايرندگان - ايرانشهر (سايگان),74,75,1
643231.0,بندرعباس - ايسين(راه آهن),82,83,1
833104,ايلام - بدره,79,80,1
323209,سنخواست - جاجرم,91,92,1
414358.0,قير - فيروز آباد,74,75,1
833261,سومار - زرنه,69,70,1
833154,بدره - ايلام,87,88,1
414359.0,جهرم - سه راهي ميمند,73,74,1
643252,جاسک - ميناب,73,74,1
833155,مرز مهران - مهران,87,88,1
153221.0,بوئين زهرا - اشتهارد,51,52,1
453303,رابر - بافت (رابر),91,92,1
414452,برازجان - کازرون (کنارتخته - کازرون),79,80,1
833223,ايلام - مهران (صالح آباد),83,84,1
453313,رابر - جيرفت (قنات ملك),62,63,1
163301,بابل - بابلسر,41,42,1
453204,کرمان - ماهان (هفت باغ علوي),67,68,1
323158,اسفراين - سه راهي ايرج,65,66,1
813602,بروجرد - سه راهي چالان چولان,84,85,1
414605,لار - گراش,63,64,1
153309,عوارضي آزادراه قزوين،زنجان - تاکستان (مجموع گيت ها),28,29,1
413109,دشت ارژن - قائميه,82,83,1
773305,گندمان - بلداجي (بلداجي),90,91,1
573801,سه‌راهي ايواغلي - ماکو (ايواغلي - قره ضياءالدين),36,37,1
773164,کمربندي سامان (آرامستان) - شهرکرد,90,91,1
453111,سه‌راهي راين - راين,89,90,1
313904,قوچان - چناران (متناظر توزين),87,88,1
833704,مهران - ملکشاهي,80,81,1
913851,اونگوت - قره آغاج,55,56,1
613560,زهک-زابل,38,39,1
364702,اميديه - ديلم,89,90,1
613502,زابل - نهبندان (زابل),47,48,1
313960,درگز - قوچان (امام قلي - قوچان),54,55,1
113391,آزادراه شمال - تهران (قطعه اول - بعد از تونل 12),69,70,1
453163,نهبندان - شهداد (شهداد),76,77,1
114256,وردآورد - تهران (همت),98,98,0
333224,اسديه - گزيک (مرز),87,87,0
933157,فولادآلياژي - يزد,75,75,0
314151,تايباد - خواف,78,78,0
314104,خواف - رشتخوار,96,96,0
333221,نهبندان - شهداد,93,93,0
314203,درگز - کلات (کيلومتر 13),87,87,0
544501,لاهيجان - سياهکل,48,48,0
913552,اصلاندوز - سه‌راهي سربند,58,58,0
613269,زابلي - ايرانشهر,44,44,0
933158,خويدک - يزد,65,65,0
314101,خواف - تايباد,85,85,0
933109,يزد - تفت,86,86,0
573402,تکاب - دندي,81,81,0
333201,نهبندان - زابل (نهبندان),85,85,0
573605,سردشت - مرزکيله,52,52,0
323101,بجنورد - شيروان (بجنورد),82,82,0
573275.0,سلماس - اروميه(سلماس - نوشين شهر),83,83,0
323103,بجنورد - آشخانه (کريک),83,83,0
323153,آشخانه - بجنورد (کريک),80,80,0
573652,بانه - سردشت (سردشت),65,65,0
913904,گرمي - اردبيل (رضي - سه‌راه مشکين‌شهر),98,98,0
573302,مهاباد - پيرانشهر (پسوه),73,73,0
323155.0,بجنورد - شيروان (سيساب) (متناظر توزين),86,86,0
323203,گرمه - ميامي (گرمه),79,79,0
573602,سردشت - بانه (سردشت),56,56,0
573273,امام زاده - اروميه,93,93,0
573551,خوي - سه راه ايواغلي,79,79,0
913901,مشگين شهر - اهر,61,61,0
323258,چمن بيد - گرمه,94,94,0
573517.0,قره ضياالدين - چالدران,72,72,0
323257,سه راهي ايرج - سنخواست,85,85,0
573507,ايواغلي - مرند,74,74,0
544101,ضيابر - پونل,58,58,0
573503,خوي - قطور (مرز رازي),70,70,0
573352,پيرانشهر - مهاباد (پسوه),67,67,0
974202,کلاله - مراوه تپه,52,52,0
573272,بند - اروميه,50,50,0
933107,يزد - فولادآلياژي,74,74,0
913560,بيله سوار - جعفرآباد,77,77,0
544751,املش - شلمان,38,38,0
573101,اروميه - مهاباد (اروميه - رشکان),65,65,0
913553,مشکين‌شهر - اردبيل (لاهرود - سه‌راهي مشکين‌شهر),88,88,0
314303,سبزوار - قوچان (سبزوار - سلطان‌آباد),92,92,0
913557,کليبر - اصلاندوز,76,76,0
613222,دلگان - جلگه ,66,66,0
613203,ايرانشهر - بمپور (ايرانشهر),105,105,0
333151,بيرجند - سرايان (سرايان),89,89,0
973151,جاده قديم کردکوي - گرگان,78,78,0
574501,اشنويه - پيرانشهر (سه‌راهي جلديان),71,71,0
913801,قره آغاج - اونگوت,49,49,0
574403,سه راهي حيدر آباد - نقده,87,87,0
323551,قوچان - فاروج (فاروج),100,100,0
573452,دندي - تکاب,81,81,0
315505,بجستان - بردسکن (سردق),78,78,0
573211,اروميه - اشنويه (اروميه),69,69,0
574106,بازرگان - کمربندي ماکو,75,75,0
573222,اروميه - بند,52,52,0
573224,اروميه - گلمان,92,92,0
573904,مهاباد - بوکان (مهاباد),57,57,0
574157,جلفا - پلدشت (پلدشت),86,86,0
833211,زرنه - سومار,66,66,0
543901,تالش - آستارا,72,72,0
453161,راين - سه‌راهي راين,85,85,0
953128,چغادک - اهرم,89,89,0
413174.0,کازرون - شيراز (دشت ارژن - خان زنيان),76,76,0
413173.0,سپيدان - شيراز (سپيدان - سه‌راهي قلات),80,80,0
414856,شيراز - مرودشت (زرقان - دوراهي لپويي),83,83,0
413161.0,شيراز - کوار (سه‌راهي کوار - کوار),84,84,0
414902,نورآباد - قائميه (متناظر توزين),87,87,0
113299,آزادراه شمال - تهران (قطعه اول - محدوده عواضي تهران),80,80,0
413124.0,شيراز - کازرون (خان زنيان - دشت ارژن),82,82,0
413123.0,شيراز - سپيدان (سه‌راهي قلات - سپيدان),64,64,0
414952,قائميه - نورآباد,77,77,0
953103,بوشهر - گناوه,80,80,0
413108.0,شيراز - خرامه,85,85,0
413106.0,شيراز - کوار (شيراز - سه‌راهي کوار),83,83,0
953101,بوشهر - چغادک (چغادک),96,96,0
364752,ديلم اميديه,85,85,0
113260,آزادراه قم - تهران (عوارضي تهران),74,74,0
453165,زرند - چترود (ده زيار) (متناظر توزين),75,75,0
364651,شهرکرد - مسجدسليمان,65,65,0
934154,بوانات - سه راهي هرابرجان (توتک),81,81,0
453245,کرمان - اختيار آباد,40,40,0
364559,گتوند - شوشتر,44,44,0
364553,اهواز - کمربندي شوشتر (پل کابلي شوشتر),62,62,0
364552,سه راه گتوند - گتوند,32,32,0
453247,کرمان - هوتک (چترود),97,97,0
934153,نيريز - هرات,56,56,0
453295,اختيار آباد - کرمان,48,48,0
453297,هوتک (چترود) - کرمان,98,98,0
453299,چترود - کرمان,102,102,0
364501,شوشتر - دزفول,72,72,0
113404.0,دماوند - فيروزکوه (امين‌آباد - سه‌راه ارجمند),93,93,0
113262,تهران - امام زاده داوود,73,73,0
414805,مرودشت - شيراز (زرقان - رکن‌آباد),84,84,0
543659.0,رامسر - چابکسر (مرز استان),62,62,0
413801.0,داراب - بندر عباس,32,32,0
414453,شيراز - کازرون (دشت ارژن - کازرون),38,38,0
414352,کوار - فيروزآباد (کوار - سه‌راهي ميمند),81,81,0
113206,آزادراه تهران - پرديس (عوارضي پرديس),86,86,0
414309.0,سه راهي ميمند - جهرم,75,75,0
414308.0,فيروز آباد - قير,79,79,0
414602,لار - جهرم,92,92,0
414603.0,لار - بستک (لار),59,59,0
414608,خنج-اوز,89,89,0
414158,داراب - فسا,85,85,0
113212,امام زاده داوود - تهران,50,50,0
414654,خنج - قير,35,35,0
414108,فسا - داراب,86,86,0
414655.0,گراش - لار,72,72,0
413851.0,بندر عباس - داراب,30,30,0
113214,تهران - لواسانات (سوهانک),39,39,0
414804,مرودشت - شيراز (رکن‌آباد - اکبرآباد),71,71,0
414702,مهر - گله دار,62,62,0
953251,خورموج - چغادک (خورموج),83,83,0
413702,جهرم - سه‌راهي کوار (قطب‌آباد - خفر) (متناظر توزين),90,90,0
413656,ياسوج - اقليد(دژکرد),55,55,0
413651,ياسوج - اقليد(اقليد),66,66,0
953202,اهرم - فراشبند,76,76,0
413601,اقليد - ياسوج(اقليد),69,69,0
953178,اهرم - چغادک,84,84,0
953165,نيروگاه اتمي - عالي شهر,90,90,0
413355.0,خوانسار - قادرآباد,23,23,0
953153,گناوه - بوشهر,82,82,0
414801,جاده قديم سعادت شهر - مرودشت,69,69,0
953151,چغادک - بوشهر (چغادک),95,95,0
414803,مرودشت - شيراز (اکبرآباد - شيراز),64,64,0
934104,سه راهي هرابرجان - بوانات (توتک),77,77,0
453353,بافت - رابر (رابر),87,87,0
453361,ارزوييه - بافت,86,86,0
933405,بافق - بهاباد,78,78,0
363230,ملاثاني - مسجدسليمان,91,91,0
933553,سانيج - فيض‌آباد,75,75,0
974252,مراوه تپه - کلاله,55,55,0
363164,ملاثاني - شوشتر,81,81,0
543160,کوچصفهان - رشت,66,66,0
933456,بهاباد - بافق (سه راهي چاهون),47,47,0
543168,چمخاله - لنگرود,73,73,0
933455,بهاباد - بافق,80,80,0
363106,حميديه - سوسنگرد,74,74,0
933454,آسفيج - بهاباد,60,60,0
933452,يزد - بافق (ذوب روي),85,85,0
113612,عوارضي آزادراه قم - تهران (بهشت زهرا)(مجموع گيت ها),33,33,0
335604,نهبندان - زاهدان (نهبندان - سفيدآبه),90,90,0
113653,فرودگاه امام خميني - آزادراه قم، تهران,82,82,0
543284,امامزاده هاشم - شاقاجي,56,56,0
934103,هرات - نيريز,53,53,0
933402,بافق - يزد (ذوب روي),87,87,0
113801,لواسانات - فشم,60,60,0
113802,فشم - ميگون,72,72,0
333953,خور - طبس (طبس),99,99,0
113810,عوارضي آزادراه تهران- پرديس (فاز8 ) (مجموع گيت ها),43,43,0
333552.0,سربيشه - بيرجند (مود - بيرجند),101,101,0
333551,عرب‌آباد - بيرجند (خوسف),100,100,0
333504,بيرجند - اسديه,40,40,0
543454,آستانه - کوچصفهان,72,72,0
933354,خور - رباط پشت بادام,60,60,0
543601,کلاچاي - چابکسر,69,69,0
953705,گناوه - سياه مکان,86,86,0
113860,عوارضي آزادراه پرديس- تهران (فاز11) (مجموع گيت ها),61,61,0
543651,چابکسر - کلاچاي,80,80,0
933613,ابرکوه - جرقوييه,78,78,0
953452,اهرم - برازجان,73,73,0
933701,مهريز - خاتم,66,66,0
913502,سه‌راهي سربند - اصلاندوز,71,71,0
453363,جيرفت - رابر (قنات ملك),63,63,0
453403.0,کرمان - بافت (نگار),95,95,0
453502,ايرانشهر - بم (بزمان - نرمانشير),75,75,0
364253,چنانه - شوش (خروجي استان),53,53,0
364251,دزفول - شوش,74,74,0
364203,شوش - چنانه (خروجي استان),51,51,0
364201,شوش - دزفول,84,84,0
364152,سربندر - شادگان,63,63,0
364151,شادگان - دارخوين,57,57,0
364102,شادگان - سربندر,66,66,0
363851,شلمچه - خرمشهر (پايانه مرزي),20,20,0
933956,طبس - يزد ( بياضيه),61,61,0
363801,خرمشهر - شلمچه (پايانه مرزي),24,24,0
363703,بهبهان - سه راهي آغاجاري,85,85,0
933906,يزد - طبس ( بياضيه),67,67,0
453651,باغين - بردسير,68,68,0
363677,ديلم - هنديجان (خروجي استان),41,41,0
453707,رفسنجان - سرچشمه,94,94,0
453802,زرند - رفسنجان (داوران),68,68,0
933904,يزد - طبس (چادرملو),68,68,0
363606,ماهشهر - هنديجان (ماهشهر),87,87,0
953851,هنديجان - ديلم,96,96,0
953404,برازجان - کازرون (دالکي - کنارتخته),68,68,0
453981,پاريز - سيرجان,90,90,0
454153,جوزم - شهربابک (شهربابک),90,90,0
363401.0,دهدز - لردگان (دهدز),69,69,0
953418,برازجان - ابپخش,85,85,0
363314,کمربندي انديمشک - دزفول (غرب به شرق),72,72,0
933751,خاتم - مهريز,73,73,0
313954,چناران - قوچان,95,95,0
974253,سه راهي کلاله - کلاله,44,44,0
713601,بيستون - ميان راهان,74,74,0
773162,داران - بن,82,82,0
263452,کليبر - اهر,83,83,0
184207,گچسر - ديزين,68,68,0
184208,جاده چالوس - آتشگاه,31,31,0
713103.0,کرمانشاه - ماهیدشت,85,85,0
713104,قزانچي - روانسر (نوروزآباد),86,86,0
713105,کرمانشاه - کوزران,73,73,0
713153.0,ماهيدشت - کرمانشاه (متناظر توزين),89,89,0
713154,روانسر - قزانچي (نوروزآباد),83,83,0
414403,کازرون - شيراز (کازرون - دشت ارژن),45,45,0
263236,کنار گذر جنوبي شهيد کسايي (باسمنج - تبريز),100,100,0
773108,سامان - تيران (سامان),74,74,0
833705,مهران - صالح‌آباد (رضاآباد),100,100,0
713201,حميل - اسلام آباد,104,104,0
713202,اسلام آباد - دالاهو,91,91,0
263160,ايلخچي - تبريز,99,99,0
184258,آتشگاه - جاده چالوس,27,27,0
713240,حميل - پلدختر (متناظر توزين),75,75,0
973651,گاليکش - مينودشت,61,61,0
184266,برغان - کردان,52,52,0
263151,صوفيان - تبريز,99,99,0
713253,ايوان - اسلام‌آباد (سرمست - اسلام‌آباد),63,63,0
713254,سرابله - سه راهي حميل,83,83,0
263110,تبريز - ايلخچي,97,97,0
773161,فارسان - سورشجان,104,104,0
673651,ابهر - خرمدره,56,56,0
853454,چيتاپ - ياسوج,63,63,0
673601,خرمدره - ابهر,56,56,0
773502,لردگان - دهدز,74,74,0
833661,حميل - سه راهي شباب,63,63,0
264352,اهر - سه راهي هريس,91,91,0
643856,فارياب - هشتبندي,57,57,0
264301,هريس - سه راهي هريس,85,85,0
183113,کرج - طالقان,56,56,0
643951,سه راه بندر لنگه - بستک,96,96,0
183120,کرج - چالوس (کندوان),55,55,0
183151,آزادراه تهران - کرج (کيلومتر25),96,96,0
873279,بيارجمند - سه راهي بيارجمند,95,95,0
183160,آزادراه قزوين - کرج (پل هشتگرد),86,86,0
183163,طالقان - کرج,61,61,0
213968,دهاقان(گلشن)- شهرضا,91,91,0
873165,شهميرزاد - مهديشهر,76,76,0
873156,فولاد محله - شهميرزاد,96,96,0
833701,صالح‌آباد - مهران (گلان),89,89,0
673176,ماسوله - طارم (مرز استان),60,60,0
673222,زنجان - بيجار,84,84,0
673231,زنجان - دندي,78,78,0
953554,کنگان - خورموج (خورموج),100,100,0
183266,آزاد راه شمال - تهران (قطعه اول، بعد از تونل 16),58,58,0
673459,عوارضي سرچم - آزادراه زنجان،تبريز (مجموع گيت ها),43,43,0
183268,آزادراه كرج- تهران (همت-مرز استان),114,114,0
713255,هلشي - کرمانشاه,73,73,0
833751,مهران - صالح‌آباد (گلان),91,91,0
183105,کرج - چالوس (گچسر),55,55,0
853303,گچساران - بهبهان (سعادت آباد),73,73,0
214712,اصفهان - نجف‌آباد (فولادشهر - نجف‌آباد),94,94,0
853302,دهدشت - بهبهان,61,61,0
973255,گميشان - بندر ترکمن,41,41,0
713855,کامياران - ميانراهان,69,69,0
853264,پاتاوه - ياسوج (کمربندي ياسوج ),87,87,0
153114,آزادراه قزوين - کرج (3کيلومتر مانده به عوارضي 1 قزوين),95,95,0
714201.0,سه راهي هرسين - هرسين,73,73,0
753109,فامنين - پل 123,76,76,0
214561,آزادراه نجف‌آباد - زرين‌شهر,82,82,0
733152,دهگلان - سنندج,81,81,0
733802,کامياران - روانسر,74,74,0
733161,موچش - سه راهي موچش,60,60,0
973401,کردکوي - گلوگاه,100,100,0
733201,بانه - سردشت (بانه),66,66,0
853215,بهمئي - بهبهان,66,66,0
733757,پاوه - مريوان (پاوه - سه‌راهي پاوه),46,46,0
733654,بيجار - قروه,47,47,0
733222,سه راهي موچش - سنندج (متناظر توزين),62,62,0
733466,ديواندره - سقز (سقز),72,72,0
213953,هرند - شهرضا (نيک‌آباد - شهرضا),80,80,0
733463,سقز- بانه (بانه),67,67,0
153139,رمپ پل حسين آباد (ورودي به آزادراه رشت),50,50,0
853155,پاتاوه - ياسوج,64,64,0
213269,سجزي - اصفهان,91,91,0
213233,نطنز - اردستان (آزادراه کنار گذر شرقي - کيلومتر1),108,108,0
263101,تبريز - صوفيان,97,97,0
143351,کوه خضر - جمکران,48,48,0
143202,عوارضي قم - کاشان,81,81,0
713352,نوسود - پاوه,43,43,0
853451,پاتاوه - سه‌راهي سميرم,66,66,0
213104,اصفهان - اردستان (کمشچه),94,94,0
713403,سه راهي بياشوش - جوانرود,88,88,0
853404,ياسوج - چيتاپ,68,68,0
713452,پاوه - روانسر (روانسر),80,80,0
713453,جوانرود - سه راهي بياشوش,70,70,0
215158,ميمه - مورچه‌خورت (سه راهي نطنز - مورچه خورت),90,90,0
713503,سرپل ذهاب - گيلان غرب,68,68,0
953612,سه راهي دير - بردستان,59,59,0
973204,بندر ترکمن - کردکوي,95,95,0
713553,گيلان غرب - سرپل ذهاب,67,67,0
953616,عسلويه - لامرد(مرز استان),81,81,0
973205,بندر ترکمن - گميشان,73,73,0
713604,سنقر - اسدآباد,71,71,0
213163,آزادراه زرين شهر - اصفهان(فلاورجان),82,82,0
973802,آق قلا - گنبد,76,76,0
833755,صالح‌آباد - مهران (رضاآباد),94,94,0
753604,کبودرآهنگ - شيرين سو,82,82,0
713703.0,قصرشيرين - گيلانغرب,74,74,0
713706,قصرشيرين - خسروي,55,55,0
753401,تويسرکان - کنگاور,65,65,0
643805,ميناب - بندرعباس (پل شور) (متناظر توزين),81,81,0
953654,فيروزآباد - جم (جم),68,68,0
264406,ميانه - مياندوآب (ميانه),82,82,0
643196,درگهان - قشم,90,90,0
163560,کردکوي - گلوگاه (گلوگاه),89,89,0
163801,تنکابن - رامسر,69,69,0
813209,خرم‌آباد - سه‌راهي چالان چولان (مله سرخه) (متناظر توزين),91,91,0
913405,جعفرآباد - پارس آباد,67,67,0
643126,سه راه بندرپل - بندرپل,72,72,0
643129,حاجي‌آباد - ارزوئيه (حاجي‌آباد),47,47,0
163852.0,تنکابن - عباس آباد,70,70,0
833502,دهلران - انديمشک (دهلران - دشت عباس),84,84,0
813208,خرم‌آباد - پلدختر (چم انجير),80,80,0
953605,دير - کنگان (متناظر توزين),80,80,0
183102,آزادراه تهران - کرج (پل کلاک),69,69,0
953667,پارسيان - عسلويه (مرز استان),91,91,0
953666,لامرد - عسلويه(مرز استان),90,90,0
313180,کلات - مشهد (چنار - مشهد),70,70,0
953662,بردستان - سه راهي دير,62,62,0
643166,ليردف - جاسک,31,31,0
164119,فيروزکوه - قائمشهر (پل سفيد - زيرآب) (متناظر توزين),50,50,0
813155,سه راهي الشتر - خرم آباد,65,65,0
164154,کرج - چالوس (مرزن آباد - دوآب),44,44,0
313161,شانديز - مشهد,63,63,0
813119,سه راهي الشتر - الشتر,89,89,0
313158,سرخس - مشهد (سرخس),86,86,0
643179,ارزوئيه - حاجي‌آباد (حاجي‌آباد),38,38,0
813252,فيروزآباد - الشتر,75,75,0
313285,ميامي - مشهد,85,85,0
163155,جويبار - ساري,40,40,0
813553,شازند - ازنا (ازنا),73,73,0
833260,کرمانشاه(قلاجه) - ايلام,58,58,0
313909,قوچان - فاروج (قوچان),97,97,0
163256,زرگرشهر - بابلسر,59,59,0
313901,چناران - قوچان (چناران - سه‌راه چکنه),99,99,0
613510,زابل-زهک,39,39,0
613512,زابل - هيرمند (حيدرآباد),54,54,0
833302,دره شهر - پلدختر (دره شهر - پل گاوميشان),30,30,0
613552,نهبندان - زابل (زابل),49,49,0
613559,مرز ميلک-زهک,41,41,0
163355,کياکلا - بابل,65,65,0
313753,صالح‌آباد - تربت‌جام (تربت‌جام),74,74,0
643104,بندرعباس - سه‌راهي چاه اسماعيل,79,79,0
163160,کياسر - ساري (گرماب),67,67,0
613654,سرباز - مهرستان,32,32,0
313703,تربت‌جام - صالح‌آباد (تربت‌جام),78,78,0
163402,بابلسر - فريدونکنار,70,70,0
953602,بندر سيراف - جم,68,68,0
163404,فريدون کنار - دابودشت,83,83,0
313652,تايباد - تربت‌حيدريه (تايباد),75,75,0
163453,بهنمير - بابلسر,62,62,0
313602,تربت‌حيدريه - تايباد (تايباد),80,80,0
615651,نهبندان - زاهدان (سفيدآبه - سه‌راهي دشتک),79,79,0
913275.0,نير - اردبیل (اردبیل),99,99,0
153153,جاده قديم کرج - قزوين (آبيک - قزوين),83,83,0
813102,خرم‌آباد - سه‌راهي چالان چولان (بروجرد),73,73,0
164401,نور - نوشهر (سی سنگان - نوشهر),80,80,0
153452,زياران- آبيک,73,73,0
953468,ابپخش - برازجان,85,85,0
164605,چالوس - کرج (هزارچم - سياه بيشه),39,39,0
913225,اردبیل - نير (اردبیل),73,73,0
833610,سه راهي عالي آباد - لومار,47,47,0
913226,اردبيل - آستارا (اردبيل - گيلانده),73,73,0
833602,سرابله - پل سيمره,59,59,0
164606,چالوس - کرج (سياه بيشه - کندوان),48,48,0
833552,انديمشک - دهلران (دشت عباس - دهلران),87,87,0
643305,لامرد - سه راهي چهوو,56,56,0
153359,عوارضي تاکستان - آزادراه قزوين،زنجان (مجموع گيت ها),28,28,0
913229,اردبيل - گرمي (رضي - گرمي),39,39,0
643232,بشاگرد - قلع گنچ,60,60,0
264701,کليبر - جانانلو,35,35,0
153402,آبيک- زياران,60,60,0
643228,ايسين - کهورستان,66,66,0
264552,مرند - صوفيان,95,95,0
773554,سميرم - مال خليفه,82,82,0
264456,مياندوآب - ميانه (ميانه),85,85,0
143170,قم - جمکران (بلوار پيامبر اعظم),74,74,0
913158,سراب - نير (نير),70,70,0
164652,عباس آباد - کلارآباد,68,68,0
953114,خروجي بوشهر (بوشهر - چغادک),89,88,-1
753157,گلتپه - همدان,69,68,-1
813604,بروجرد - بيرانشهر,79,78,-1
773452,سه‌راهي بهشت‌آباد - دشتک,55,54,-1
773110,جونقان - سه راهي جونقان,71,70,-1
753233,همدان- غارعليصدر(قبل از سه راهي بهار),50,49,-1
733951,پالنگان - کامياران,72,71,-1
453518,ريگان - ايرانشهر,79,78,-1
813503,ازنا - شازند (ازنا),83,82,-1
453505,بم - ماهان (بم - سه‌راهي جيرفت),95,94,-1
773405,چادگان - چلگرد (مرز استان),70,69,-1
414604,قير - خنج,41,40,-1
414551.0,سيرجان - نيريز (نیریز),87,86,-1
