code,name,avg_speed_1to3,avg_spped_total,diff_speed
773105,شهرکرد - سامان,93,88,-5
643155.0,بندررجائي - بندرعباس (تقاطع غير همسطح),94,89,-5
315305,بردسکن - شاهرود (بردسکن),94,89,-5
733415,سقز - ديواندره,74,69,-5
315355,شاهرود - بردسکن (بردسکن),89,84,-5
264402,سراب - بستان آباد,93,88,-5
753501,رزن - سه‌راهي روعان,87,82,-5
323352,جنگل گلستان - چمن بيد (رباط قره بيل),70,65,-5
215104,آزادراه شاهين‌شهر - اصفهان (آزادراه معلم),107,102,-5
263501.0,سراب - نير (سراب),80,75,-5
573106,سرو - مرز سرو,80,75,-5
263651,مراغه - هشترود (مراغه),61,56,-5
263251,عجب شير - آذرشهر,106,101,-5
973153,اينچه برون - آق قلا,116,111,-5
215203,اصفهان - شهرضا (سه‌راهي مبارکه) (متناظر توزين),81,76,-5
333160,راور - ديهوک (زنوغان),100,95,-5
673162,آزادراه قزوين - زنجان (خرمدره - صائين قلعه),91,86,-5
813402,اليگودرز - خمين (اليگودرز),93,88,-5
673401,آزادراه زنجان - تبريز (سرچم - مرز استان),99,94,-5
333218,فردوس - سرايان,90,85,-5
673280,جاده قديم ميانه - زنجان(انتهاي حوزه),75,70,-5
263162,صوفيان - کمربندي غربي تبريز,98,93,-5
813551,دورود - ازنا,98,93,-5
673504,آزادراه زنجان - قزوين (سلطانيه - صائين قلعه),99,94,-5
573203,بوکان - سقز (بوکان),65,60,-5
813617,آزادراه بروجرد - اراک,101,96,-5
813601.0,بروجرد - توره (سه‌راهي بروجرد),80,75,-5
673554,آزادراه قزوين - زنجان (صائين قلعه - سلطانيه),92,87,-5
573253,سقز - بوکان (بوکان),74,69,-5
713653,کامياران - سنقر,83,78,-5
264252,ملکان - بناب,90,85,-5
813112,پل دختر - کوهدشت (سه راهي بابازيد - سه راهي زانوگه),73,68,-5
214808,تيران - داران (سه راهي دامنه),104,99,-5
673503,ابهر - تاکستان (ابهر),80,75,-5
163302,بابل - قائمشهر,80,75,-5
913509,اردبيل - آستارا (نمين - تونل حيران),91,85,-6
673402,سرچم - اردبيل,82,76,-6
213601,اليگودرز - داران (بويين مياندشت - داران),93,87,-6
213651,داران - اليگودرز (داران - بويين مياندشت),85,79,-6
673230,جاده قديم زنجان - ميانه(انتهاي حوزه),78,72,-6
413202.0,آباده - ايزدخواست,95,89,-6
753104,آزادراه همدان - ساوه (پل 123 - دخان),99,93,-6
753302,کوريجان - سه راهي پايگاه نوژه,112,106,-6
513451,گلپايگان - خمين (خمين),94,88,-6
143107,آزادراه قم - تهران (نعلبندان),108,102,-6
263601,هشترود - مراغه (مراغه),66,60,-6
643105,بندرعباس - بندررجائي (تقاطع غير همسطح),88,82,-6
513215,توره - بروجرد (توره) (متناظر توزين),83,77,-6
513110,اراك - خمين,90,84,-6
673404.0,آزادراه زنجان - تبريز (نيک‌پي - سرچم),105,99,-6
313302,مشهد - فريمان (عوارضي فريمان),76,70,-6
143132,جاده قديم سلفچگان - ساوه (سه‌راه تفرش - آوه),85,79,-6
313853,رشتخوار - تربت حيدريه,80,74,-6
143134,قم - جعفريه,90,84,-6
673553,تاکستان - ابهر (ابهر),80,74,-6
143162,کهک - سه راه لنگرود,77,71,-6
673755,گرماب - زرينه رود,83,77,-6
313803,تربت حيدريه - رشتخوار,91,85,-6
673704,خدابنده - سلطانيه (دهجلال),68,62,-6
113229,جاده قديم تهران - قم (حسن آباد) (متناظر توزين),68,62,-6
753294,آزادراه ساوه - همدان (چپقلو),103,97,-6
263161,آزادراه زنجان - تبريز (عوارضي تبريز - تبريز),94,88,-6
143103,جاده قديم ساوه - سلفچگان (سه‌راه تفرش - سلفچگان),97,91,-6
214603,انارک - جندق (جندق - سه‌راه جندق),101,95,-6
113954,شهريار - تهران (شهر قدس),78,72,-6
673107,زنجان - طارم (ذاکر),84,78,-6
453202,ماهان - بم (سه‌راهي راين - سه‌راهي جيرفت),104,98,-6
215103,آزادراه مورچه‌خورت - نجف‌آباد,105,99,-6
733104,بيجار - ديواندره,93,87,-6
933601,ابرکوه - سه راهي سورمق,84,78,-6
214903,اردستان - کاشان (موغار),124,118,-6
313121,آزادراه کنارگذر باغچه - چناران (عوارضي مزرعه نمونه),92,86,-6
364401,هفتگل - باغملک,72,66,-6
453252,بم - ماهان (سه‌راهي جيرفت - سه‌راهي راين),92,86,-6
453256,کمربندي کرمان - باغين (سرآسياب),79,73,-6
214654,انارک - نائين,93,87,-6
264405,آزادراه تبريز - زنجان (عوارضي تبريز - بستان‌آباد),75,69,-6
214858,داران - تيران (سه راهي دامنه),101,95,-6
215154,آزادراه اصفهان - شاهين‌شهر (آزادراه معلم),104,98,-6
363657,ديلم - هنديجان,101,95,-6
643151,آزادراه عوارضي بندر شهيد رجايي - بندرعباس,92,86,-6
733351,زنجان - بيجار (بيجار),87,81,-6
453958,شهربابک - سيرجان,83,77,-6
313157,کلات - مشهد (سه‌راه کارده),83,77,-6
214752,نجف‌آباد - خميني‌شهر,96,90,-6
363603,ماهشهر - بندرامام,87,81,-6
643180,اسکله شهيد رجايي - سه راهي خونسرخ,73,67,-6
453103,کرمان - باغين (متناظر توزين),93,87,-6
453803,زرند - دشتخاک,90,84,-6
113466,دماوند - فيروزکوه (گيلاوند - آبسرد),95,89,-6
713222,کمربندي غربي کرمانشاه (قزانچي - اسلام آباد),90,84,-6
263152,آذرشهر - ايلخچي,96,90,-6
410297,ابرکوه - سورمق (مرز استان),89,83,-6
673112,آزادراه زنجان - قزوين (صائين قلعه - خرمدره),102,96,-6
114304,ورامين - چرمشهر,91,85,-6
733278,سروآباد - سنندج,67,61,-6
813951,سه راهي زانوگه - کوهدشت,77,71,-6
673551,آزادراه قزوين - زنجان (مرز استان - ابهر),93,87,-6
333158,عرب آباد - ديهوک,99,93,-6
543504,منجيل - طارم (منجيل - گيلوان),76,70,-6
873307,معلمان - جندق,64,58,-6
164156,فيروزکوه - قائمشهر (گرزين خيل - پل سفيد),78,72,-6
143187,آزادراه گرمسار - قم (چرمشهر - عوارضي قم),117,111,-6
873303.0,شاهرود - آزادشهر (بسطام - خوش ييلاق),97,91,-6
873302,شاهرود - دامغان (دهملا - دامغان),110,104,-6
543105,آزادراه رشت - قزوين (رستم‌آباد - رودبار),97,91,-6
333162,فردوس - ديهوک (ديهوک),99,93,-6
363208,کمربندي اهواز (غرب به شرق ),84,78,-6
184251,بوئين زهرا - اشتهارد,86,80,-6
333161,بيرجند - سه‌راهي ديهوک (عرب‌آباد),68,62,-6
153185,آزادراه قزوين - زنجان (قبل از عوارضي3),83,77,-6
573568,قره ضيالدين - خوي,81,75,-6
143184,جعفريه - قم,92,86,-6
513655,آزادراه ساوه - تهران (سرزمين ايرانيان),112,106,-6
153201,قزوين - بوئين‌زهرا,90,84,-6
153208,تاکستان - دانسفهان,84,78,-6
873154,دامغان - سمنان (دامغان - قوشه),103,97,-6
213155,علويجه - اصفهان,101,95,-6
873306,ميامي - کاهک,91,85,-6
813605.0,کمربندي جنوبي خرم آباد (شمال به جنوب),88,82,-6
873357,جندق - معلمان,65,59,-6
363304,آزادراه انديمشک - پل زال,94,88,-6
213205,کمربندي شرق اصفهان (سپاهان شهر - جاده نائين),91,85,-6
773220,سه راهي خوزستان - کيان,79,73,-6
773303,بروجن - مبارکه (بروجن),86,80,-6
813667,آزادراه اراک - بروجرد,102,96,-6
873358,شاهرود - دامغان (شاهرود - دهملا),101,95,-6
813652,سه راهي چالان چولان - بروجرد,92,86,-6
813660,ملاير - اشترينان,87,81,-6
513653,آزادراه ساوه - تهران (مامونيه),114,108,-6
143168,سلفچگان - قم,106,100,-6
753652,بيجار - گلتپه,83,77,-6
153135,آزادراه کنارگذر زنجان - قزوين (بعد از عوارضي 3),72,66,-6
753651,زرين رود - شيرين سو,106,100,-6
323211,کمربندي بجنورد (شرق به غرب),101,94,-7
363258,کمربندي اهواز( شرق به غرب ),68,61,-7
453753,مهريز - انار (انار),98,91,-7
264403,بستان آباد - ميانه,71,64,-7
753601,شيرين سو - زرين رود,97,90,-7
214692,سجزي - نائين,90,83,-7
643351,بندرلنگه - بندر خمير,105,98,-7
363229,اهواز - شوش (اهواز) (متناظر توزين),80,73,-7
183107,جاده قديم کرج - قزوين (آبيک),85,78,-7
183157,جاده قديم قزوين - کرج (آبيک),80,73,-7
933302,اردکان - چوپانان,74,67,-7
183164,جاده قديم قزوين - کرج (کمالشهر),73,66,-7
453702,انار - رفسنجان,92,85,-7
153112,آزادراه قزوين - زنجان (اقباليه),100,93,-7
513851,دليجان - محلات,93,86,-7
264453,ميانه - بستان آباد,74,67,-7
753602,گلتپه - بيجار,89,82,-7
153306,جاده قديم تاکستان - ابهر (تاکستان - ضياآباد),115,108,-7
153351,جاده قديم تاکستان - قزوين (تاکستان - کهک),100,93,-7
333268,سرايان - فردوس,96,89,-7
333301,سربيشه - درح (پايانه مرزي ماهي رود),77,70,-7
333312,شوسف - سربيشه,109,102,-7
333267,بردسکن - ده محمد,108,101,-7
113278,آزادراه ساوه - تهران (پرند),96,89,-7
543551,جاده قديم رودبار - رستم‌آباد,70,63,-7
813610,اشترينان - ملاير,80,73,-7
113352,آزادراه تهران، قم - اسلامشهر,83,76,-7
833251,اسلام‌آباد - ايوان (چهارمله - ايوان),88,81,-7
934151,شهربابک - هرات,82,75,-7
544352,سراوان - فومن (سراون),72,65,-7
543501,جاده قديم رستم‌آباد - رودبار,66,59,-7
333902,طبس - يزد (طبس),99,92,-7
113415,فيروزکوه - سمنان (فيروزکوه),83,76,-7
813502,ازنا - اليگودرز,106,99,-7
713239,کرمانشاه - کامياران (برنجان),103,96,-7
113428.0,جاده مخصوص تهران - کرج (وردآورد),77,70,-7
263112,کمربندي غربي تبريز - صوفيان,99,92,-7
263105,آزادراه تبريز - زنجان (هشترود - عوارضي مياندوآب),86,79,-7
673156,آزادراه قزوين - زنجان (سلطانيه - زنجان),111,104,-7
263901,آزادراه تبريز - زنجان (عوارضي مياندوآب - مرز استان),110,103,-7
215253,شهرضا - اصفهان (سه‌راهي مبارکه),95,88,-7
933106,يزد - مهريز,92,85,-7
973107,گرگان - شاهرود (توسکستان),73,66,-7
543282,رستم آباد - امامزاده هاشم(جاده قديم),61,54,-7
153454.0,آزادراه چرم شهر - آبيک (آبيک),97,90,-7
153356,جاده قديم ابهر - تاکستان (ضياآباد - تاکستان),120,113,-7
153353,آوج - خرمدشت (آوج - سه‌راهي رحيم‌آباد),87,80,-7
673104.0,زنجان - دندي,62,55,-7
453754,شهربابک - انار (انار),96,89,-7
113904,تهران - شهريار (شهر قدس),80,73,-7
753110,سه راهي پايگاه نوژه - سه راهي روعان,96,89,-7
753151,همدان - کوريجان,93,86,-7
753801,کنگاور - نهاوند,76,69,-7
873101,سرخه - آرادان,110,103,-7
513112,کنارگذر شمالي اراک (رفت),92,85,-7
314102,خواف - قائن (نشتيفان),88,81,-7
184205,اشتهارد - نظرآباد,68,61,-7
184256,ماهدشت - كرج,81,74,-7
143101,جاده قديم قم - کاشان (سه‌راه لنگرود - تقاطع آزادراه),94,87,-7
613301,چابهار - راسک (چابهار),97,90,-7
733606,قروه - سنقر,83,76,-7
753852.0,آوج - رزن,91,84,-7
733652,قروه - دهگلان,94,87,-7
213652,تيران - داران,89,82,-7
753102,سه‌راهي صالح‌آباد - همدان,90,83,-7
873155,سرخه - سمنان,95,88,-7
753101,کوريجان - همدان,92,85,-7
733356,حسن آباد ياسوکند - بيجار,58,51,-7
643108,بندرعباس - حاجي‌آباد (دشت امام - فين),93,86,-7
114309.0,آزادراه چرمشهر - آبيک (تقاطع اخترآباد),95,88,-7
114307,آزادراه چرمشهر - آبيک (چرمشهر),79,72,-7
733303,همدان - بيجار (بيجار),87,80,-7
513702,توره - ملاير,105,98,-7
873402,شريف آباد - ايوانکي,102,95,-7
143155,سلفچگان - قم (قم),115,108,-7
114354,چرمشهر - ورامين,92,85,-7
513699,آزادراه ساوه - سلفچگان (عوارضي سلفچگان),99,92,-7
513153,بروجرد - اراک,92,84,-8
164107,قائمشهر - فيروزکوه (گرزين خيل - ورسک),72,64,-8
413304,صفاشهر - سورمق,87,79,-8
873301,شاهرود - ميامي (متناظر توزين),108,100,-8
673105,آزادراه زنجان - تبريز (عوارضي زنجان),100,92,-8
933905,يزد - طبس (ساغند),76,68,-8
613414,خاش - کارواندر,72,64,-8
753244,آزادراه همدان - ساوه (چپقلو),92,84,-8
813401,اليگودرز - داران (اليگودرز - بويين مياندشت),87,79,-8
413252.0,ايزدخواست - آباده,99,91,-8
933853,کمربندي غربي اردکان - ميبد,88,80,-8
613151,نصرت‌آباد - زاهدان,82,74,-8
215205,مبارکه - بروجن (قمشلو),83,75,-8
313352,فريمان - مشهد (عوارضي فريمان),72,64,-8
263951,آزادراه زنجان - تبريز (مرز استان - عوارضي مياندوآب),98,90,-8
753703,ملاير - بروجرد,71,63,-8
113424,رودهن - آبعلي,70,62,-8
213219,اصفهان - سجزي (متناظر توزين),96,88,-8
673155,آزادراه تبريز - زنجان (عوارضي زنجان),105,97,-8
513609,جاده قديم ساوه - سلفچگان (ساوه - آوه),89,81,-8
813351,پلدختر - انديمشک,94,86,-8
973953.0,شاهرود - آزادشهر (خوش ييلاق),58,50,-8
153251,بوئين‌زهرا - قزوين,94,86,-8
214902.0,آزادراه نطنز - اصفهان (نطنز),112,104,-8
613351,راسک - چابهار (چابهار),98,90,-8
143165,آزادراه گرمسار - قم (قم),104,96,-8
114110,عوارضي آزادراه ساوه - تهران (تهران)(مجموع گيت ها),76,68,-8
453854,بافق - زرند (زرند،محور سي ريز),72,64,-8
453704,انار - شهربابک (انار),107,99,-8
453901,سيرجان - حاجي آباد (چاه قلعه),96,88,-8
114357,آزادراه آبيک -چرمشهر (چرمشهر),95,87,-8
114359.0,آزادراه آبيک - چرمشهر(تقاطع اخترآباد),90,82,-8
163320,کمربندي جنوبي بابل (بابل - آمل),74,66,-8
513662.0,جاده قديم تهران - ساوه (شهرک صنعتي کاوه - ساوه),98,90,-8
153141,آوج - رزن (سلطانبلاغ),72,64,-8
114413,شريف آباد - گرمسار,92,84,-8
414102,شيراز - سروستان,35,27,-8
543230,آزادراه رشت - قزوين (امامزاده هاشم),73,65,-8
214652,خور - انارک (خور - سه‌راهي جندق),72,64,-8
214604,نائين - انارک,101,93,-8
513659,جاده قديم سلفچگان - ساوه (آوه - ساوه),83,75,-8
113251,آزادراه گرمسار - قم (چرمشهر),106,98,-8
153258,دانسفهان - تاکستان,83,75,-8
873452,ايوانکي - شريف‌آباد,101,93,-8
673454,آزادراه تبريز - زنجان (سرچم - نيک‌پي),90,82,-8
643109,بندرعباس - حاجي‌آباد (سه‌راهي فين - سر چاهان),83,75,-8
873454,آزادراه گرمسار - قم (گرمسار) (متناظر توزين),97,89,-8
933303,اردکان - عقدا,89,81,-8
973903.0,آزادشهر - شاهرود (خوش ييلاق),66,58,-8
513401,خمين - گلپايگان (خمين),96,87,-9
263287,آزادراه زنجان - تبريز (بستان آباد),98,89,-9
113209,تهران - پاکدشت,90,81,-9
333282,خوسف - بيرجند (کمربندي غربي),98,89,-9
113258,آزادراه تهران - ساوه (تهران-رباط کريم),110,101,-9
613407.0,اسکل آباد - خاش,68,59,-9
513265,بروجرد - توره (توره),89,80,-9
413302,صفاشهر - بوانات,79,70,-9
543656,جاده قديم لوشان - منجيل,72,63,-9
873405,گرمسار - آرادان,110,101,-9
113243.0,جاده قديم تهران، قم (حسن‌آباد - نعلبندان),82,73,-9
263703,مرند - ايواغلي (مرند - کشکسراي),88,79,-9
934101,هرات - شهربابک,81,72,-9
513753,بروجرد - توره (سه‌راهي ملاير),82,73,-9
163157,قائمشهر - فيروزکوه (ورسک - گدوک),71,62,-9
813152,سه‌راهي چالان چولان - خرم‌آباد (بروجرد),73,64,-9
574108,يولاگلدي - پلدشت,83,74,-9
773270,کيان - سه راهي خوزستان,94,85,-9
773301,بروجن - شهرضا (بروجن),124,115,-9
214511,آزادراه زرين‌شهر - نجف‌آباد,83,74,-9
214602,انارک - خور (سه‌راهي جندق - خور),67,58,-9
453930,شهربابک - سيرجان (شهربابک) (متناظر توزين),94,85,-9
773354.0,زرين شهر - سفيددشت,85,76,-9
733465,ديواندره - سقز,64,55,-9
933352,چوپانان - اردکان,79,70,-9
933353,عقدا - اردکان,87,78,-9
773109,هاروني - سورشجان,102,93,-9
113701,جاده دسترسي احمدآباد مستوفي(آزادگان - اسلامشهر),89,80,-9
643145,سه‌راه بابا غلام - هورمودر,82,73,-9
214711,دهق - گلپايگان(خنداب),99,90,-9
184264.0,آزادراه چرمشهر - آبيک (بعد از عوارضي),116,107,-9
413122,کمربندي پل فسا شيراز (شمال - جنوب),83,74,-9
334952,قائن - آرين شهر,95,86,-9
833616,ايلام - پل سيمره,59,50,-9
153453,طالقان - آبيک,83,74,-9
513620.0,آزادراه ساوه - تهران (پليس‌راه ساوه) (متناظر توزين),90,81,-9
113465,سمنان - فيروزکوه (فيروزکوه),87,78,-9
334751,ديهوک - فردوس (فردوس),98,89,-9
673152,ميانه - زنجان (سرچم - نيک‌پي),89,80,-9
713289,کامياران - کرمانشاه (برنجان),116,107,-9
143175,راهجرد - سلفچگان,98,89,-9
143135,جاده قديم قم - کاشان (تقاطع آزادراه - سن سن),96,87,-9
513612.0,جاده قديم ساوه - تهران (ساوه - شهرک صنعتي کاوه),85,76,-9
513155,شازند - اراک,107,98,-9
873280,دامغان - سمنان (کمربندي سمنان),89,80,-9
673210,آزادراه زنجان - تبريز (بين دو عوارضي زنجان),100,91,-9
873230,سمنان - دامغان (کمربندي سمنان) (متناظر توزين),95,86,-9
113201,آزادراه قم - گرمسار (چرمشهر),105,95,-10
263155,آزادراه زنجان - تبريز (عوارضي مياندوآب - هشترود),104,94,-10
453244.0,کمربندي باغين - جوپار,86,76,-10
643195,هورمودر - سه‌راه بابا غلام,74,64,-10
143152,جاده قديم تهران - قم (شکوهيه - قم),96,86,-10
153151,جاده قديم رشت - قزوين (لوشان - کوهين),60,50,-10
543222,سنگر - سياهکل,56,46,-10
164106,قائمشهر - فيروزکوه (پل سفيد - گرزين خيل),85,75,-10
453294.0,کمربندي جوپار - باغين,107,97,-10
164157,فيروزکوه - قائمشهر (ورسک - گرزين خيل),72,62,-10
713106,کنارگذر شرقي کرمانشاه (بيستون - اسلام آباد),98,88,-10
333112,ديهوک - فردوس (ديهوک),97,87,-10
183215,آزادراه تهران - شمال (تونل البرز),65,55,-10
215108,مورچه‌خورت - ميمه (سه راهي نطنز - مورچه خورت),97,87,-10
215102,شاهين‌شهر - مورچه‌خورت (بزرگراه آزادگان),102,92,-10
214703,علويجه - گلپايگان (علويجه),105,95,-10
214211,کاشان - بادرود,105,95,-10
673102,زنجان - ميانه (نيک‌پي - سرچم),93,83,-10
214254,اردستان - بادرود,103,93,-10
114160,عوارضي آزادراه تهران - ساوه (تهران)(مجموع گيت ها),65,55,-10
913601,خلخال - اسالم (راهدارخانه الماس),51,41,-10
873308,دامغان - شاهرود (دهملا - شاهرود),105,95,-10
114358,آزادراه آبيک - چرمشهر (تقاطع آزادراه تهران - ساوه),113,103,-10
813451,داران - اليگودرز (بويين مياندشت - اليگودرز),93,83,-10
143129,آزادراه سلفچگان - ساوه (سه‌راه تفرش - آوه),111,101,-10
933651,سه راهي سورمق - ابرکوه,96,85,-11
214761,گلپايگان - دهق (خنداب),107,96,-11
214953,کاشان - اردستان (موغار),109,98,-11
213252,نايين - اردستان(سه‌راهي اردستان ),135,124,-11
214653,جندق - انارک (سه‌راه جندق - جندق),106,95,-11
263154,آزادراه زنجان - تبريز (هشترود - بستان‌آباد),91,80,-11
263953,جاده قديم زنجان - ميانه (سرچم - ميانه),92,81,-11
313194,تربت‌حيدريه - مشهد (رباط سفيد - باغچه),96,85,-11
333108,ديهوک - عرب آباد,101,90,-11
183118,کرج - چالوس (بيلقان),51,40,-11
733154,ديواندره - بيجار,96,85,-11
873353.0,آزادشهر - شاهرود (خوش ييلاق - بسطام),103,92,-11
143137,آزادراه قم - گرمسار (عوارضي قم - چرمشهر),110,99,-11
773101,شهرکرد - سورشجان,87,76,-11
153403,آبيک - طالقان,80,69,-11
153202,بوئين‌زهرا - ساوه,98,87,-11
753656,عليصدر - گل تپه,81,70,-11
153191,رزن - آوج (سلطانبلاغ),74,63,-11
143159,آزادراه ساوه - سلفچگان (سه‌راه تفرش - سلفچگان),108,97,-11
143179,آزادراه ساوه - سلفچگان (آوه - سه‌راه تفرش),95,84,-11
513703,توره - بروجرد (سه‌راهي ملاير),82,71,-11
163107,فيروزکوه - قائمشهر (گدوک - ورسک),71,60,-11
753802.0,رزن - آوج,81,70,-11
215101,ميمه - دليجان (ميمه),99,87,-12
113478.0,جاده مخصوص کرج - تهران (وردآورد),90,78,-12
143181,جاده قديم تهران - قم (علي‌آباد - شکوهيه),106,94,-12
143182,جاده قديم ساوه - سلفچگان (آوه - سه‌راه تفرش),81,69,-12
114308,آزادراه چرمشهر - آبيک (تقاطع آزادراه تهران - ساوه),106,94,-12
543606,جاده قديم منجيل - لوشان,69,57,-12
215151,دليجان - ميمه (ميمه),104,92,-12
183161.0,آزادراه قزوين - کرج (گلشهر),70,58,-12
933803,کمربندي غربي ميبد - اردکان,90,78,-12
214451.0,خمين - گلپايگان,134,122,-12
513555,ميمه - دليجان (دليجان),102,90,-12
873153,فيروزکوه - سمنان (افتر),80,68,-12
513661,بوئين زهرا - ساوه,91,79,-12
933851,کمربندي شرقي اردکان - ميبد,94,81,-13
513604,سلفچگان - دليجان (سد 15 خرداد),99,86,-13
933801,کمربندي شرقي ميبد - اردکان,94,81,-13
643157,بندرپل - بندرعباس,113,100,-13
215251,طالخونچه - شهرضا,100,87,-13
364353,هويزه - سوسنگرد,71,58,-13
513505,دليجان - ميمه (دليجان) (متناظر توزين),99,86,-13
153252,ساوه - بوئين‌زهرا,98,84,-14
813302,سه راهي زانوگه - پل سيمره,85,71,-14
753753,بروجرد - ملاير,60,46,-14
214657,عقدا - نائين (نائين),108,94,-14
214607,نائين - عقدا (نائين) (متناظر توزين),118,104,-14
513611,ساوه - بوئين زهرا,100,86,-14
214702,خميني‌شهر - نجف‌آباد,113,99,-14
213202,اردستان - نايين (سه‌راهي اردستان),127,113,-14
613292,خاش - زاهدان (بزرگراه خليج فارس),88,73,-15
813201,فيروزآباد - نورآباد,91,76,-15
643159,حاجي‌آباد - بندرعباس (سرچاهان - سه‌راهي فين),94,79,-15
153101,جاده قديم قزوين - رشت (کوهين - لوشان),72,57,-15
673157.0,طارم - زنجان (ذاکر),89,73,-16
213201,رامشه - ابرکوه,75,59,-16
543552,جاده قديم قزوين - لوشان,81,65,-16
873103,سمنان - فيروزکوه (افتر),72,56,-16
215153,آزادراه نجف‌آباد - مورچه‌خورت,103,86,-17
363601,بندر امام خميني - آبادان (خوردورق),76,57,-19
643113,حاجي‌آباد - سيرجان (باغات),98,76,-22
643163.0,سيرجان - حاجي‌آباد (باغات),104,76,-28
453351,ارزوئيه - بافت (ارزوئيه),88,53,-35
453301,بافت - ارزوئيه (ارزوئيه),90,55,-35
453909,سيرجان - حاجي آباد (سنگ بهرام),92,50,-42
