code,type,origin,destination,place
773151,,سورشجان,شهرکرد,
773153,,سفیددشت,بروجن,
773155,,سامان,شهرکرد,
773156,,اصفهان,شهرکرد,تونل رخ
773157,,نافچ,شهرکرد,
773158,,تیران,سامان,سامان
773159,,سورشجان,هارونی,
773160,,سه راهی جونقان,جونقان,
773161,,فارسان,سورشجان,
773162,,داران,بن,
773163,,یاسه چای,صادق آباد,مرز استان
773164,کمربندی,سامان (آرامستان),شهرکرد,
773202,,دشتک,مسجد سلیمان,
773203,,ناغان,سد کارون 4,
773206,,شهرکرد,فرخشهر,
773207,,شلمزار,ناغان,
773220,,سه راهی خوزستان,کیان,
773222,,شهرکرد,شلمزار,خراجی
773252,,مسجد سلیمان,دشتک,
773253,,سد کارون 4,ناغان,
773256,,فرخشهر,شهرکرد,
773257,,ناغان,شلمزار,
773270,,کیان,سه راهی خوزستان,
773272,,شلمزار,شهرکرد,خراجی
773301,,بروجن,شهرضا,بروجن
773303,,بروجن,مبارکه,بروجن
773304,,سفیددشت,زرین شهر,
773305,,گندمان,بلداجی,بلداجی
773306,,سفید دشت,شهرکرد,
773307,,گندمان,گوشکی,
773319,,بروجن,گندمان,متناظر توزین
773351,,شهرضا,بروجن,بروجن
773353,,مبارکه,بروجن,بروجن
773354,,زرین شهر,سفیددشت,
773355,,بلداجی,گندمان,بلداجی
773356,,شهرکرد,سفید دشت,
773357,,گوشکی,گندمان,
773369,,گندمان,بروجن,
773401,,فارسان,چلگرد,فارسان
773402,,دشتک,سه‌راهی بهشت‌آباد,
773405,,چادگان,چلگرد,مرز استان
773451,,چلگرد,فارسان,فارسان
773452,,سه‌راهی بهشت‌آباد,دشتک,
773455,,چلگرد,چادگان,مرز استان
773501,,گوشکی,مالخلیفه,
773502,,لردگان,دهدز,
773503,,لردگان,گوشکی,آلونی
773504,,مال خلیفه,سمیرم,
773507,,لردگان,دهدز,تونل قتح
773508,,قرح,پاتاوه,
773551,,مالخلیفه,گوشکی,
773552,,دهدز,لردگان,
773553,,گوشکی,لردگان,آلونی
773554,,سمیرم,مال خلیفه,
773557,,دهدز,لردگان,تونل فتح
773558,,پاتاوه,قرح,
813101,,خرم‌آباد,پلدختر,خرم‌آباد
813102,,خرم‌آباد,سه‌راهی چالان چولان,بروجرد
813104,,سه راهی چالان چولان,دورود,
813105,,خرم آباد,سه راهی الشتر,
813107,آزادراه,خرم‌آباد,اندیمشک,خرم‌آباد - پل زال
813109,,خرم آباد,بیرانشهر,
813110,,خرم‌آباد,دوره چگنی,
813111,,خرم آباد,سپیددشت,
813112,,پل دختر,کوهدشت,سه راهی بابازید - سه راهی زانوگه
813119,,سه راهی الشتر,الشتر,
813128,,دوره چگنی,کوهدشت,
813151,,پلدختر,خرم‌آباد,خرم‌آباد
813152,,سه‌راهی چالان چولان,خرم‌آباد,بروجرد
813154,,دورود,سه راهی چالان چولان,
813155,,سه راهی الشتر,خرم آباد,
813157,آزادراه,اندیمشک,خرم‌آباد,پل زال - خرم‌آباد
813159,,بیرانشهر,خرم آباد,
813160,,دوره چگنی,خرم‌آباد,
813161,,سپیددشت,خرم آباد,
813162,,کوهدشت,پل دختر,سه راهی زانوگه - سه راهی بابازید
813169,,الشتر,سه راهی الشتر,
813178,,کوهدشت,دوره چگنی,
813201,,فیروزآباد,نورآباد,
813202,,الشتر,فیروزآباد,
813208,,خرم‌آباد,پلدختر,چم انجیر
813209,,خرم‌آباد,سه‌راهی چالان چولان,مله سرخه) (متناظر توزین
813251,,نورآباد,فیروزآباد,
813252,,فیروزآباد,الشتر,
813258,,پلدختر,خرم‌آباد,چم انجیر) (متناظر توزین
813259,,سه‌راهی چالان چولان,خرم‌آباد,مله سرخه
813301,,اندیمشک,پلدختر,
813302,,سه راهی زانوگه,پل سیمره,
813304,,پلدختر,بابازید,
813305,,پلدختر,دره شهر,سراب حمام
813351,,پلدختر,اندیمشک,
813352,,پل سیمره,سه راهی زانوگه,
813354,,بابازید,پلدختر,
813355,,دره شهر,پلدختر,سراب حمام
813401,,الیگودرز,داران,الیگودرز - بویین میاندشت
813402,,الیگودرز,خمین,الیگودرز
813451,,داران,الیگودرز,بویین میاندشت - الیگودرز
813452,,خمین,الیگودرز,الیگودرز
813501,,ازنا,دورود,
813502,,ازنا,الیگودرز,
813503,,ازنا,شازند,ازنا
813551,,دورود,ازنا,
813552,,الیگودرز,ازنا,متناظر توزین
813553,,شازند,ازنا,ازنا
813601,,بروجرد,توره,سه‌راهی بروجرد
813602,,بروجرد,سه راهی چالان چولان,
813603,,بروجرد,اشترینان,
813604,,بروجرد,بیرانشهر,
813605,کمربندی,جنوبی خرم آباد,,شمال به جنوب
813610,,اشترینان,ملایر,
813617,آزادراه,بروجرد,اراک,
813651,,توره,بروجرد,سه‌راهی بروجرد
813652,,سه راهی چالان چولان,بروجرد,
813653,,اشترینان,بروجرد,
813654,,بیرانشهر,بروجرد,
813655,کمربندی,جنوبی خرم آباد,,جنوب به شمال
813660,,ملایر,اشترینان,
813667,آزادراه,اراک,بروجرد,
813701,,نورآباد,هرسین,
813702,,نهاوند,سه راهی نور آباد,
813751,,هرسین,نورآباد,
813752,,سه راهی نور آباد,نهاوند,
813901,,کوهدشت,سه راهی زانوگه,
813951,,سه راهی زانوگه,کوهدشت,
833101,,چوار,ایوان,
833104,,ایلام,بدره,
833105,,مهران,مرز مهران,
833106,,ایلام,سرابله,
833112,,ایلام,ملکشاهی,
833151,,ایوان,چوار,
833154,,بدره,ایلام,
833155,,مرز مهران,مهران,
833156,,سرابله,ایلام,
833162,,ملکشاهی,ایلام,
833201,,ایوان,اسلام‌آباد,ایوان - زرنه
833210,,ایلام,کرمانشاه,قلاجه
833211,,زرنه,سومار,
833221,,ایلام,صالح آباد,مهدی آباد
833222,,ایلام,چوار,
833223,,ایلام,مهران,صالح آباد
833251,,اسلام‌آباد,ایوان,چهارمله - ایوان
833260,,کرمانشاه(قلاجه),ایلام,
833261,,سومار,زرنه,
833271,,صالح آباد,ایلام,مهدی آباد
833272,,چوار,ایلام,
833273,,مهران,ایلام,صالح آباد
833302,,دره شهر,پلدختر,دره شهر - پل گاومیشان
833304,,بدره,دره شهر,
833305,,دره شهر,آبدانان,
833306,,سه راهی ملکشاهی,بدره,
833352,,پلدختر,دره شهر,پل گاومیشان - دره شهر
833354,,دره شهر,بدره,
833355,,آبدانان,دره شهر,
833356,,بدره,سه راهی ملکشاهی,
833403,,آبدانان,مورموری,
833453,,مورموری,آبدانان,
833502,,دهلران,اندیمشک,دهلران - دشت عباس
833503,,سه راهی کاور,دهلران,
833552,,اندیمشک,دهلران,دشت عباس - دهلران
833553,,دهلران,سه راهی کاور,
833602,,سرابله,پل سیمره,
833608,,سرابله,سه راهی چهارمله,
833610,,سه راهی عالی آباد,لومار,
833611,,سه راهی شباب,حمیل,
833616,,ایلام,پل سیمره,
833652,,پل سیمره,سرابله,
833658,,سه راهی چهارمله,سرابله,
833660,,لومار,سه راهی عالی آباد,
833661,,حمیل,سه راهی شباب,
833666,,پل سیمره,ایلام,
833701,,صالح‌آباد,مهران,گلان
833702,,مهران,دهلران,
833703,,مهران,ملکشاهی,سه راهی بانرحمان
833704,,مهران,ملکشاهی,
833705,,مهران,صالح‌آباد,رضاآباد
833706,,سه راهی آذر,ترمینال برکت,
833707,,مهران,ترمینال برکت,
833711,,سه راهی آذر,پایانه برکت,
833751,,مهران,صالح‌آباد,گلان
833752,,دهلران,مهران,
833753,,ملکشاهی,مهران,سه راهی بانرحمان
833754,,ملکشاهی,مهران,
833755,,صالح‌آباد,مهران,رضاآباد
833756,,ترمینال برکت,سه راهی آذر,
833757,,ترمینال برکت,مهران,
833761,,پایانه برکت,سه راهی آذر,
853101,,یاسوج,بابا میدان,
853103,,یاسوج,سپیدان,
853105,,یاسوج,پاتاوه,
853107,,یاسوج,سی سخت,
853108,,یاسوج,اقلید,یاسوج
853111,,یاسوج,سپیدار,
853151,,بابامیدان,یاسوج,
853153,,سپیدان,یاسوج,
853155,,پاتاوه,یاسوج,
853157,,سی سخت,یاسوج,
853158,,اقلید,یاسوج,یاسوج
853161,,سپیدار,یاسوج,
853201,,دهدشت,چرام,
853214,,یاسوج,پاتاوه,کمربندی یاسوج
853215,,بهمئی,بهبهان,
853251,,چرام,دهدشت,
853264,,پاتاوه,یاسوج,کمربندی یاسوج
853265,,بهبهان,بهمئی,
853301,,گچساران,بابامیدان,بوستان
853302,,دهدشت,بهبهان,
853303,,گچساران,بهبهان,سعادت آباد
853306,,باشت,چرام,
853311,,یاسوج,بابامیدان,بابامیدان
853312,,گچساران,بهبهان,گچساران - خیرآباد
853314,,گچساران,دیلم,
853351,,بابامیدان,گچساران,بوستان
853352,,بهبهان,دهدشت,
853353,,بهبهان,گچساران,سعادت آباد
853356,,چرام,باشت,
853361,,بابامیدان,یاسوج,بابامیدان
853362,,بهبهان,گچساران,خیرآباد - گچساران
853364,,دیلم,گچساران,
853401,,سه‌راهی سمیرم,پاتاوه,
853403,,پاتاوه,دهدشت,
853404,,یاسوج,چیتاپ,
853451,,پاتاوه,سه‌راهی سمیرم,
853453,,دهدست,پاتاوه,
853454,,چیتاپ,یاسوج,
873101,,سرخه,آرادان,
873102,,سمنان,مهدیشهر,
873103,,سمنان,فیروزکوه,افتر
873104,,سمنان,دامغان,قوشه - دامغان
873105,,سمنان,سرخه,
873106,,شهمیرزاد,فولاد محله,
873115,,مهدیشهر,شهمیرزاد,
873151,,آرادان,سرخه,
873152,,مهدیشهر,سمنان,
873153,,فیروزکوه,سمنان,افتر
873154,,دامغان,سمنان,دامغان - قوشه
873155,,سرخه,سمنان,
873156,,فولاد محله,شهمیرزاد,
873165,,شهمیرزاد,مهدیشهر,
873202,,دامغان,سمنان,صید آباد) (متناظر توزین
873203,,دامغان,معلمان,
873204,,دامغان,چشمه علی,
873205,,سمنان,دامغان,سمنان - قوشه
873228,,سه راهی فولادمحله,کیاسر,
873229,,سه راهی بیارجمند,بیارجمند,
873230,,سمنان,دامغان,کمربندی سمنان) (متناظر توزین
873253,,معلمان,دامغان,
873254,,چشمه علی,دامغان,
873255,,دامغان,سمنان,قوشه - سمنان
873278,,کیاسر,سه راهی فولادمحله,
873279,,بیارجمند,سه راهی بیارجمند,
873280,,دامغان,سمنان,کمربندی سمنان
873301,,شاهرود,میامی,متناظر توزین
873302,,شاهرود,دامغان,دهملا - دامغان
873303,,شاهرود,آزادشهر,بسطام - خوش ییلاق
873305,,میامی,ری آباد,
873306,,میامی,کاهک,
873307,,معلمان,جندق,
873308,,دامغان,شاهرود,دهملا - شاهرود
873327,,شاهرود,بسطام,
873328,,شاهرود,گرگان,
873329,,شاهرود,طرود,معلمان
873351,,میامی,شاهرود,
873352,,دامغان,شاهرود,دامغان - دهملا
873353,,آزادشهر,شاهرود,خوش ییلاق - بسطام
873355,,ری آباد,میامی,
873356,,کاهک,میامی,
873357,,جندق,معلمان,
873358,,شاهرود,دامغان,شاهرود - دهملا
873377,,بسطام,شاهرود,
873378,,گرگان,شاهرود,
873379,,طرود,شاهرود,معلمان
873402,,شریف آباد,ایوانکی,
873403,,ایوانکی,گرمسار,
873404,آزادراه,قم,گرمسار,گرمسار
873405,,گرمسار,آرادان,
873415,,ایوانکی,آبسرد,ایوانکی - دوآب
873452,,ایوانکی,شریف‌آباد,
873453,,گرمسار,ایوانکی,
873454,آزادراه,گرمسار,قم,گرمسار) (متناظر توزین
873455,,آرادان,گرمسار,
873465,,آبسرد,ایوانکی,دوآب - ایوانکی
913101,,اردبیل,آستارا,گیلانده - نمین) (متناظر توزین
913102,,اردبیل,خلخال,اردبیل
913103,,اردبیل,سرعین,
913104,,اردبیل,گرمی,اردبیل - سه‌راه مشکین‌شهر
913106,,سه‌راهی خلخال,سرچم,کجل
913108,,نیر,سراب,نیر
913151,,آستارا,اردبیل,نمین - گیلانده
913152,,خلخال,اردبیل,اردبیل
913153,,سرعین,اردبیل,
913154,,گرمی,اردبیل,سه‌راه مشکین‌شهر - اردبیل
913156,,سرچم,سه‌راهی خلخال,کجل
913158,,سراب,نیر,نیر
913201,,اردبیل,نیر,نیر
913203,,اردبیل,آبی بیگلو,
913218,,هیر,سه راهی فاراب,
913225,,اردبیل,نیر,اردبیل
913226,,اردبیل,آستارا,اردبیل - گیلانده
913227,,اردبیل,خلخال,
913228,,اردبیل,سرعین,ارجستان
913229,,اردبیل,گرمی,رضی - گرمی
913251,,نیر,اردبیل,نیر
913253,,آبی بیگلو,اردبیل,
913268,,سه راهی فاراب,هیر,
913275,,نیر,اردبیل,اردبیل
913276,,آستارا,اردبیل,گیلانده - اردبیل
913277,,خلخال,اردبیل,متناظر توزین
913278,,سرعین,اردبیل,ارجستان
913279,,گرمی,اردبیل,گرمی - رضی
913301,,اردبیل,آستارا,تونل حیران - آق چای
913351,,آستارا,اردبیل,آق چای - تونل حیران
913401,,بیله سوار,سه راهی بیله سوار,
913402,,سه راهی بیله سوار,گرمی,
913405,,جعفرآباد,پارس آباد,
913451,,سه راهی بیله سوار,بیله سوار,
913452,,گرمی,سه راهی بیله سوار,
913455,,پارس آباد,جعفرآباد,
913501,,سه‌راهی سربند,بران,
913502,,سه‌راهی سربند,اصلاندوز,
913503,,اردبیل,مشکین‌شهر,سه‌راهی مشکین‌شهر - لاهرود
913507,,اصلاندوز,کلیبر,
913509,,اردبیل,آستارا,نمین - تونل حیران
913510,,جعفرآباد,بیله سوار,
913511,,بران,قره‌آغاج,
913517,,پارس آباد,سه راهی سربند,
913551,,بران,سه‌راهی سربند,
913552,,اصلاندوز,سه‌راهی سربند,
913553,,مشکین‌شهر,اردبیل,لاهرود - سه‌راهی مشکین‌شهر
913557,,کلیبر,اصلاندوز,
913559,,آستارا,اردبیل,تونل حیران - نمین
913560,,بیله سوار,جعفرآباد,
913561,,قره‌آغاج,بران,
913567,,سه راهی سربند,پارس آباد,
913601,,خلخال,اسالم,راهدارخانه الماس
913602,,خلخال,اسالم,مجره
913603,,سه راهی سرچم,خلخال,
913607,,خلخال,کوثر,
913651,,اسالم,خلخال,راهدارخانه الماس
913652,,اسالم,خلخال,مجره
913653,,خلخال,سه راهی سرچم,
913657,,کوثر,خلخال,
913701,,اردبیل,کوثر,فاراب
913751,,کوثر ( فاراب),اردبیل,
913801,,قره آغاج,اونگوت,
913803,,قره آغاج,سه راه لاهرود,
913851,,اونگوت,قره آغاج,
913853,,سه راه لاهرود,قره آغاج,
913901,,مشگین شهر,اهر,
913904,,گرمی,اردبیل,رضی - سه‌راه مشکین‌شهر
913906,,سه‌راهی لاهرود,مشکین‌شهر,
913911,,مشکین شهر,کنگرلو,
913951,,اهر,مشگین شهر,
913954,,اردبیل,گرمی,سه‌راه مشکین‌شهر - رضی
913956,,مشکین‌شهر,سه‌راهی لاهرود,
913961,,کنگرلو,مشکین شهر,
933105,کمربندی,یزد,زارچ,
933106,,یزد,مهریز,
933107,,یزد,فولادآلیاژی,
933108,,یزد,خویدک,
933109,,یزد,تفت,
933110,,یزد,بافق,فهرج
933115,,یزد,خرانق,
933117,,یزد,ندوشن,فولاد آلیاژی
933118,کمربندی,یزد,تفت,
933155,کمربندی,زارچ,یزد,
933156,,مهریز,یزد,
933157,,فولادآلیاژی,یزد,
933158,,خویدک,یزد,
933159,,تفت,یزد,
933160,,بافق,یزد,فهرج
933165,,خرانق,یزد,
933167,,ندوشن,یزد,فولاد آلیاژی
933168,کمربندی,تفت,یزد,
933201,,عقدا,نائین,عقدا) (متناظر توزین
933202,,یزد,خضرآباد,
933209,,یزد,مهریز,متناظر توزین
933210,,خویدک,عسکریه,
933211,,ندوشن,نصرآباد,سه راهی شواز
933251,,نائین,عقدا,عقدا
933252,,خضرآباد,یزد,
933259,,مهریز,یزد,متناظر توزین
933260,,عسکریه,خویدک,
933261,,نصرآباد,ندوشن,سه راهی شواز
933302,,اردکان,چوپانان,
933303,,اردکان,عقدا,
933304,,رباط پشت بادام,خور,
933352,,چوپانان,اردکان,
933353,,عقدا,اردکان,
933354,,خور,رباط پشت بادام,
933401,,بافق,نوق,
933402,,بافق,یزد,ذوب روی
933403,,بهاباد,چادرملو,
933404,,بهاباد,آسفیج,
933405,,بافق,بهاباد,
933406,,بافق,بهاباد,سه راهی چاهون
933451,,نوق,بافق,
933452,,یزد,بافق,ذوب روی
933453,,چادرملو,بهاباد,
933454,,آسفیج,بهاباد,
933455,,بهاباد,بافق,
933456,,بهاباد,بافق,سه راهی چاهون
933502,,تفت,دهشیر,اسلامیه
933503,,فیض‌آباد,سانیج,
933504,,تفت,ده بالا,
933505,,دهشیر,مهریز,
933552,,دهشیر,تفت,اسلامیه
933553,,سانیج,فیض‌آباد,
933554,,ده بالا,تفت,
933555,,مهریز,دهشیر,
933601,,ابرکوه,سه راهی سورمق,
933603,,ابرکوه,دهشیر,
933612,,مروست,ابرکوه,
933613,,ابرکوه,جرقوییه,
933651,,سه راهی سورمق,ابرکوه,
933653,,دهشیر,ابرکوه,
933662,,ابرکوه,مروست,
933663,,جرقوییه,ابرکوه,
933701,,مهریز,خاتم,
933702,,مهریز,انار,مهریز
933703,,مهریز,منشاد,
933704,,مهریز,کنجکوه,
933713,,مهریز,انار,مرز استان
933714,,مهریز,مروست,
933715,,بهاباد,کوهبنان,مرز استان
933751,,خاتم,مهریز,
933752,,انار,مهریز,مهریز
933753,,منشاد,مهریز,
933754,,کنجکوه,مهریز,
933763,,انار,مهریز,مرز استان
933764,,مروست,مهریز,
933765,,کوهبنان,بهاباد,مرز استان
933801,کمربندی,شرقی میبد,اردکان,
933802,,یزد,میبد,
933803,کمربندی,غربی میبد,اردکان,
933804,,میبد,ندوشن,
933851,کمربندی,شرقی اردکان,میبد,
933852,,میبد,یزد,
933853,کمربندی,غربی اردکان,میبد,
933854,,ندوشن,میبد,
933904,,یزد,طبس,چادرملو
933905,,یزد,طبس,ساغند
933906,,یزد,طبس,بیاضیه
933954,,طبس,یزد,چادرملو
933955,,طبس,یزد,ساغند
933956,,طبس,یزد,بیاضیه
934101,,هرات,شهربابک,
934102,,هرات,مروست,
934103,,هرات,نیریز,
934104,,سه راهی هرابرجان,بوانات,توتک
934108,,ابرکوه,صفاشهر,مرز استان
934151,,شهربابک,هرات,
934152,,مروست,هرات,
934153,,نیریز,هرات,
934154,,بوانات,سه راهی هرابرجان,توتک
934158,,صفاشهر,ابرکوه,مرز استان
953101,,بوشهر,چغادک,چغادک
953102,,بوشهر,دیر,عامری
953103,,بوشهر,گناوه,
953114,,خروجی بوشهر (بوشهر,چغادک),
953115,,عالی شهر,نیروگاه اتمی,
953127,,بوشهر,دلوار,
953128,,چغادک,اهرم,
953151,,چغادک,بوشهر,چغادک
953152,,دیر,بوشهر,عامری
953153,,گناوه,بوشهر,
953164,,,,
953165,,نیروگاه اتمی,عالی شهر,
953177,,دلوار,بوشهر,
953178,,اهرم,چغادک,
953201,,چغادک,خورموج,خورموج
953202,,اهرم,فراشبند,
953214,,بوشهر,برازجان,متناظر توزین
953251,,خورموج,چغادک,خورموج
953252,,فراشبند,اهرم,
953264,,برازجان,بوشهر,متناظر توزین
953302,,دیر(جاده ساحلی),بردخون کهنه,
953352,,بردخون کهنه,دیر,جاده ساحلی
953401,,برازجان,کازرون,برازجان - دالکی) (متناظر توزین
953402,,برازجان,اهرم,
953404,,برازجان,کازرون,دالکی - کنارتخته
953418,,برازجان,ابپخش,
953451,,کازرون,برازجان,دالکی - برازجان
953452,,اهرم,برازجان,
953454,,کازرون,برازجان,کنارتخته - دالکی
953468,,ابپخش,برازجان,
953504,,خورموج,کنگان,خورموج
953554,,کنگان,خورموج,خورموج
953601,,کنگان,عسلویه,
953602,,بندر سیراف,جم,
953604,,جم,فیروزآباد,جم
953605,,دیر,کنگان,متناظر توزین
953611,,عسلویه,سیراف,
953612,,سه راهی دیر,بردستان,
953616,,عسلویه,لامرد,مرز استان
953617,,عسلویه,پارسیان,مرز استان
953651,,عسلویه,کنگان,
953652,,جم,بندر سیراف,
953654,,فیروزآباد,جم,جم
953655,,کنگان,دیر,
953661,,سیراف,عسلویه,
953662,,بردستان,سه راهی دیر,
953666,,لامرد,عسلویه,مرز استان
953667,,پارسیان,عسلویه,مرز استان
953702,,گناوه,دیلم,
953704,,سعدآباد,وحدتیه,
953705,,گناوه,سیاه مکان,
953709,,گناوه,برازجان,
953752,,دیلم,گناوه,
953754,,وحدتیه,سعدآباد,
953755,,سیاه مکان,گناوه,
953759,,برازجان,گناوه,
953801,,دیلم,هندیجان,
953802,,دیلم,بهبهان,
953851,,هندیجان,دیلم,
953852,,بهبهان,دیلم,
973101,جاده قدیم,گرگان,کردکوی,
973102,,گرگان,کردکوی,
973103,,آق قلا,اینچه برون,
973105,,گرگان,علی آباد,
973106,,گرگان,آق قلا,
973107,,گرگان,شاهرود,توسکستان
973151,جاده قدیم,کردکوی,گرگان,
973152,,کردکوی,گرگان,
973153,,اینچه برون,آق قلا,
973155,,علی آباد,گرگان,
973156,,آق قلا,گرگان,
973157,,شاهرود,گرگان,توسکستان
973201,,بندرترکمن,آق قلا,
973202,,بندر ترکمن,سه راهی یساقی,
973204,,بندر ترکمن,کردکوی,
973205,,بندر ترکمن,گمیشان,
973251,,آق قلا,بندرترکمن,
973252,,سه راهی یساقی,بندر ترکمن,
973254,,کردکوی,بندر ترکمن,
973255,,گمیشان,بندر ترکمن,
973301,,علی آباد,آزادشهر,
973308,,گرگان,علی آباد,متناظر توزین
973351,,آزادشهر,علی آباد,
973358,,علی آباد,گرگان,
973401,,کردکوی,گلوگاه,
973451,,گلوگاه,کردکوی,
973501,,آزادشهر,شاهرود,آزادشهر - خوش ییلاق
973502,,گنبد,اینچه برون,
973503,,گنبد,مینودشت,
973505,,اینچه برون,مرز پل,
973506,,گنبد,سه راهی کلاله,
973551,,شاهرود,آزادشهر,خوش ییلاق - آزادشهر
973552,,اینچه برون,گنبد,
973553,,مینودشت,گنبد,
973555,,مرزپل,اینچه برون,
973556,,سه راهی کلاله,گنبد,
973601,,مینودشت,گالیکش,
973651,,گالیکش,مینودشت,
973802,,آق قلا,گنبد,
973852,,گنبد,آق قلا,
973901,,آزادشهر,مینودشت,
973902,,آزادشهر,گنبد,
973903,,آزادشهر,شاهرود,خوش ییلاق
973904,,تنگراه,جنگل گلستان,
973951,,مینودشت,آزادشهر,
973952,,گنبد,آزادشهر,
973953,,شاهرود,آزادشهر,خوش ییلاق
973954,,جنگل گلستان,تنگراه,
974201,,سه‌راهی کلاله,تنگراه,
974202,,کلاله,مراوه تپه,
974203,,کلاله,سه راهی کلاله,
974251,,تنگراه,سه‌راهی کلاله,
974252,,مراوه تپه,کلاله,
974253,,سه راهی کلاله,کلاله,
